,ID,ID_LOCALITY,ID_MUNICIPALITY,UC_COL_ID_05,UC_COL_ID_03,UC_COL_ID_01
279,4609700045,1,103,TR,46,460970
280,4609500245,1,103,TR,46,460950
281,4609500260,1,103,TR,46,460950
282,4609500284,1,103,TR,46,460950
283,4609500390,1,103,TR,46,460950
284,6007500840,1,111,TG,60,600750
285,4807472520,1,101,TR,48,480747
286,4800860170,1,101,TR,48,480086
287,4801052260,1,101,TR,48,480105
288,4801110650,1,101,TG,48,480111
289,4801130530,1,101,TR,48,480113
290,4801161200,1,101,TR,48,480116
291,4800850300,1,101,TG,48,480085
292,4800890220,1,101,TR,48,480089
293,4800971560,1,101,TR,48,480097
294,4800971860,1,101,TR,48,480097
295,8011021350,1,109,TG,80,801102
296,8012370200,1,109,TR,80,801237
297,1300200648,1,101,TG,13,130020
298,1300200650,1,101,TR,13,130020
299,1300201110,1,101,TR,13,130020
300,1300201800,1,101,TG,13,130020
301,1300202160,1,101,TG,13,130020
302,1301500540,1,101,TR,13,130150
303,1301602910,1,101,TR,13,130160
304,1301605700,1,101,TR,13,130160
305,1301605720,1,101,TG,13,130160
306,1301605780,1,101,TR,13,130160
307,1301605840,1,101,TG,13,130160
308,8627641340,3,303,TR,86,862764
309,2202682294,1,110,TR,22,220268
310,3400120680,1,118,TR,34,340012
311,3817240520,1,102,TR,38,381724
312,6002122360,1,111,TR,60,600212
313,6025004655,1,111,TR,60,602500
314,6003435100,1,111,TR,60,600343
315,0705900940,1,101,TG,07,070590
316,1004801090,1,101,TR,10,100480
317,0703100350,1,101,TR,07,070310
318,0703100360,1,101,TR,07,070310
319,9004980060,1,101,TG,90,900498
320,8005021480,1,109,TR,80,800502
321,8625110502,3,303,TR,86,862511
322,2400434520,1,106,TR,24,240043
323,2400434522,1,106,TR,24,240043
324,2400434523,1,106,TR,24,240043
325,2400434526,1,106,TR,24,240043
326,2400434528,1,106,TR,24,240043
327,2406101180,1,106,TR,24,240610
328,4804320020,1,101,TR,48,480432
329,7601060205,1,101,TR,76,760106
330,7601061190,1,101,TR,76,760106
331,7601080360,1,101,TR,76,760108
332,7601082180,1,101,TR,76,760108
333,7601110160,1,101,TR,76,760111
334,7601150580,1,101,TR,76,760115
335,8625740520,3,303,TG,86,862574
336,7601160400,1,101,TR,76,760116
337,7601500057,1,101,TG,76,760150
338,8625740520,3,303,TG,86,862574
339,8625766300,3,303,TR,86,862576
340,8625801740,3,303,TR,86,862580
341,2406421596,1,106,TR,24,240642
342,2406392320,1,106,TR,24,240639
343,8010290050,1,109,TR,80,801029
344,8010290070,1,109,TR,80,801029
345,8010290150,1,109,TR,80,801029
346,8010490420,1,109,TR,80,801049
347,2406907400,1,106,TR,24,240690
348,8010490680,1,109,TR,80,801049
349,8010650520,1,109,TR,80,801065
350,2406393240,1,106,TR,24,240639
351,2406391480,1,106,TR,24,240639
352,1805580050,1,108,TR,18,180558
353,8663005376,3,303,TR,86,866300
354,7602480401,1,101,TR,76,760248
355,7602660750,1,101,TR,76,760266
356,7602660400,1,101,TR,76,760266
357,8015010040,1,109,TR,80,801501
358,8015010050,1,109,TR,80,801501
359,1905607835,1,108,TR,19,190560
360,1821820320,1,108,TR,18,182182
361,8005222220,1,109,TR,80,800522
362,2209001844,1,110,TR,22,220900
363,7200600940,2,201,TR,72,720060
364,6008700658,1,111,TR,60,600870
365,8000040071,1,109,TR,80,800004
366,8644502724,3,303,TR,86,864450
367,7601993220,1,101,TR,76,760199
368,8550001000,4,406,TR,85,855000
369,7601061190,1,101,TR,76,760106
370,3413652020,1,118,TR,34,341365
371,8627641618,3,303,TR,86,862764
372,0705900900,1,101,TG,07,070590
373,2610500300,4,402,TG,26,261050
374,4215941680,1,101,TG,42,421594
375,4002220100,1,101,TR,40,400222
376,3807880751,1,102,TR,38,380788
377,3413690300,1,118,TR,34,341369
378,3413690480,1,118,TR,34,341369
379,2401102700,1,106,TR,24,240110
380,6803090520,1,103,TR,68,680309
381,4609400690,1,103,TR,46,460940
382,0900300610,1,101,TG,09,090030
383,5003784420,2,201,TR,50,500378
384,7405101500,1,115,TR,74,740510
385,7404441260,1,115,TG,74,740444
386,7404441320,1,115,TR,74,740444
387,7404442440,1,115,TR,74,740444
388,7406540040,1,115,TR,74,740654
389,4804304340,1,101,TR,48,480430
390,2400434523,1,106,TR,24,240043
391,4506600220,1,118,TR,45,450660
392,4610501240,1,103,TG,46,461050
393,3204480120,1,113,TR,32,320448
394,5608222300,1,101,TG,56,560822
395,1803400140,1,108,TR,18,180340
396,1806250640,1,108,TR,18,180625
397,3204480120,1,113,TR,32,320448
398,2203011500,1,110,TR,22,220301
399,6801000020,1,103,TR,68,680100
400,4609402513,1,103,TR,46,460940
401,3604063080,1,103,TR,36,360406
402,7601980080,1,101,TG,76,760198
403,1100100960,1,101,TG,11,110010
404,2201910260,1,110,TR,22,220191
405,2201910218,1,110,TR,22,220191
406,2201910220,1,110,TR,22,220191
407,2211861780,1,110,TR,22,221186
408,8628000540,3,303,TR,86,862800
409,8625763360,3,303,TR,86,862576
410,7406740140,1,115,TR,74,740674
411,7602681740,1,101,TR,76,760268
412,7602683080,1,101,TR,76,760268
413,8628000520,3,303,TR,86,862800
414,8628000560,3,303,TR,86,862800
415,7602800340,1,101,TR,76,760280
416,4811170240,1,101,TR,48,481117
417,6605721940,1,103,TR,66,660572
418,2400403440,1,106,TR,24,240040
419,4506611760,1,118,TR,45,450661
420,0701000520,1,101,TG,07,070100
421,7602521130,1,101,TR,76,760252
422,7808510520,1,114,TR,78,780851
423,6008120300,1,111,TR,60,600812
424,6007780360,1,111,TR,60,600778
425,6007501660,1,111,TR,60,600750
426,7602521135,1,101,TR,76,760252
427,6006603170,1,111,TR,60,600660
428,7602502620,1,101,TG,76,760250
429,7602562850,1,101,TR,76,760256
430,6803040140,1,103,TR,68,680304
431,2620002600,4,402,TG,26,262000
432,8625764515,3,303,TR,86,862576
433,0106800780,1,101,TG,01,010680
434,0107300780,1,101,TR,01,010730
435,1806260210,1,108,TR,18,180626
436,7823803440,1,114,TR,78,782380
437,7827002180,1,114,TR,78,782700
438,3200681220,1,113,TR,32,320068
439,2201910240,1,110,TR,22,220191
440,8401607440,4,403,TR,84,840160
441,6801000020,1,103,TR,68,680100
442,8631002700,3,303,TR,86,863100
443,4654001902,1,103,TR,46,465400
444,2406323060,1,106,TR,24,240632
445,6830221520,1,103,TR,68,683022
446,6803240460,1,103,TR,68,680324
447,8625982060,3,303,TR,86,862598
448,0103900200,1,101,TR,01,010390
449,0103900131,1,101,TG,01,010390
450,0103900133,1,101,TG,01,010390
451,0103900460,1,101,TG,01,010390
452,2623000830,4,402,TG,26,262300
453,1806280100,1,108,TR,18,180628
454,5604913720,1,101,TR,56,560491
455,9006042920,1,101,TR,90,900604
456,3610241320,1,103,TR,36,361024
457,8624850150,3,303,TG,86,862485
458,9004881220,1,101,TR,90,900488
459,9004922520,1,101,TR,90,900492
460,9000181120,1,101,TR,90,900018
461,9000300640,1,101,TR,90,900030
462,9000380820,1,101,TG,90,900038
463,9000381260,1,101,TG,90,900038
464,9000440280,1,101,TR,90,900044
465,9000520040,1,101,TR,90,900052
466,9000540420,1,101,TR,90,900054
467,9000580210,1,101,TR,90,900058
468,9000711300,1,101,TR,90,900071
469,9000711320,1,101,TR,90,900071
470,9000720140,1,101,TR,90,900072
471,9000720300,1,101,TR,90,900072
472,9000720460,1,101,TR,90,900072
473,9000721480,1,101,TR,90,900072
474,9000721540,1,101,TR,90,900072
475,9000722380,1,101,TR,90,900072
476,9000722818,1,101,TR,90,900072
477,9000722820,1,101,TR,90,900072
478,9000723540,1,101,TR,90,900072
479,9000770440,1,101,TR,90,900077
480,9000790320,1,101,TR,90,900079
481,9000770440,1,101,TR,90,900077
482,9010020220,1,101,TG,90,901002
483,9010461640,1,101,TG,90,901046
484,0900501080,1,101,TR,09,090050
485,6605405800,1,103,TR,66,660540
486,1808714200,1,108,TR,18,180871
487,4650440280,1,103,TR,46,465044
488,9005781244,1,101,TR,90,900578
489,9005880250,1,101,TR,90,900588
490,9005960320,1,101,TR,90,900596
491,9005780620,1,101,TR,90,900578
492,9005781166,1,101,TR,90,900578
493,9005781174,1,101,TR,90,900578
494,9005781250,1,101,TR,90,900578
495,9005782500,1,101,TR,90,900578
496,8624801300,3,303,TR,86,862480
497,8624824340,3,303,TR,86,862482
498,9005220810,1,101,TG,90,900522
499,6803721000,1,103,TR,68,680372
500,3205801680,1,113,TR,32,320580
501,7001641860,1,103,TR,70,700164
502,7001781140,1,103,TR,70,700178
503,7001642000,1,103,TR,70,700164
504,1007280310,1,101,TG,10,100728
505,7602641480,1,101,TR,76,760264
506,2622860140,4,402,TG,26,262286
507,8605600765,3,303,TR,86,860560
508,8605800500,3,303,TR,86,860580
509,2617002805,4,402,TR,26,261700
510,2623320140,4,402,TR,26,262332
511,2201941300,1,110,TG,22,220194
512,0701200240,1,101,TG,07,070120
513,7002362080,1,103,TR,70,700236
514,0304500280,1,101,TR,03,030450
515,7823804820,1,114,TR,78,782380
516,4654220306,1,103,TR,46,465422
517,8616101590,3,303,TR,86,861610
518,3400980268,1,118,TR,34,340098
519,8816040860,1,107,TR,88,881604
520,7810502360,1,114,TR,78,781050
521,8612803600,3,303,TR,86,861280
522,2400303840,1,106,TR,24,240030
523,3402293210,1,118,TG,34,340229
524,0802801480,1,101,TR,08,080280
525,4001570518,1,101,TG,40,400157
526,4503902300,1,118,TR,45,450390
527,0800600220,1,101,TG,08,080060
528,2405101400,1,106,TR,24,240510
529,2400070020,1,106,TR,24,240007
530,2405741030,1,106,TR,24,240574
531,2405600740,1,106,TR,24,240560
532,2405441780,1,106,TR,24,240544
533,2405320220,1,106,TR,24,240532
534,2405241660,1,106,TR,24,240524
535,8204130240,4,404,TR,82,820413
536,0403100300,1,101,TR,04,040310
537,0504003560,1,101,TR,05,050400
538,8665006020,3,303,TR,86,866500
539,8666502020,3,303,TR,86,866650
540,4654361060,1,103,TR,46,465436
541,1820380560,1,108,TR,18,182038
542,2202150190,1,110,TR,22,220215
543,2201903520,1,110,CS,22,220190
544,2201640160,1,110,TR,22,220164
545,6600484180,1,103,TR,66,660048
546,3413140440,1,118,TR,34,341314
547,0502100340,1,101,TR,05,050210
548,8624810060,3,303,TR,86,862481
549,8605500640,3,303,TR,86,860550
550,2203160816,1,110,TR,22,220316
551,2202520640,1,110,TR,22,220252
552,1806000900,1,108,TG,18,180600
553,1905607835,1,108,TR,19,190560
554,4611105400,1,103,TR,46,461110
555,8605080175,3,303,TR,86,860508
556,8605080180,3,303,TG,86,860508
557,8605220180,3,303,TR,86,860522
558,8605370702,3,303,TR,86,860537
559,8605500660,3,303,TR,86,860550
560,6805005320,1,103,TR,68,680500
561,2205890560,1,110,TR,22,220589
562,6820504030,1,103,TR,68,682050
563,8631105680,3,303,TR,86,863110
564,6203263640,4,408,TR,62,620326
565,3807880751,1,102,TR,38,380788
566,8616054840,3,303,TR,86,861605
567,8605080175,3,303,TR,86,860508
568,8605080160,3,303,TR,86,860508
569,8605220180,3,303,TR,86,860522
570,8605370702,3,303,TR,86,860537
571,8605500660,3,303,TR,86,860550
572,8605500640,3,303,TR,86,860550
573,7900302200,4,403,TR,79,790030
574,2206263900,1,110,TR,22,220626
575,8624451280,3,303,TR,86,862445
576,8664770610,3,303,TR,86,866477
577,0703800200,1,101,TR,07,070380
578,0703300580,1,101,TG,07,070330
579,7806260350,1,114,TG,78,780626
580,8623211884,3,303,TR,86,862321
581,8018662130,1,109,TR,80,801866
582,8017260450,1,109,TR,80,801726
583,7503404360,3,303,TR,75,750340
584,8010735660,1,109,TR,80,801073
585,2205973670,1,110,TR,22,220597
586,0807300490,1,101,TR,08,080730
587,0807400600,1,101,TR,08,080740
588,0806901900,1,101,TR,08,080690
589,2202460220,1,110,TR,22,220246
590,6605804880,1,103,TR,66,660580
591,3402513400,1,118,TR,34,340251
592,4013310360,1,101,TR,40,401331
593,4013430240,1,101,TR,40,401343
594,6600303620,1,103,TR,66,660030
595,4804040340,1,101,TR,48,480404
596,4804056000,1,101,TR,48,480405
597,4804055298,1,101,TR,48,480405
598,4003940140,1,101,TR,40,400394
599,4801520280,1,101,TR,48,480152
600,4801550560,1,101,TG,48,480155
601,4804000250,1,101,TG,48,480400
602,4804040420,1,101,TR,48,480404
603,4804050742,1,101,TR,48,480405
604,4804051090,1,101,TR,48,480405
605,4804051835,1,101,TR,48,480405
606,4804052610,1,101,TR,48,480405
607,7600730025,1,101,TR,76,760073
608,7600790230,1,101,TG,76,760079
609,7600290420,1,101,TR,76,760029
610,7600851300,1,101,TR,76,760085
611,4003370090,1,101,TR,40,400337
612,4003380480,1,101,TR,40,400338
613,4003480080,1,101,TR,40,400348
614,4003480080,1,101,TR,40,400348
615,4003490280,1,101,TR,40,400349
616,4004310100,1,101,TR,40,400431
617,4001900400,1,101,TR,40,400190
618,8017402120,1,109,TR,80,801740
619,8625240900,3,303,TR,86,862524
620,4810940200,1,101,TR,48,481094
621,4810940200,1,101,TR,48,481094
622,4810940200,1,101,TR,48,481094
623,4817880600,1,101,TR,48,481788
624,4817451290,1,101,TR,48,481745
625,4804055500,1,101,TR,48,480405
626,4804056060,1,101,TR,48,480405
627,4804057080,1,101,TR,48,480405
628,4804057280,1,101,TR,48,480405
629,4804100880,1,101,TG,48,480410
630,4804056742,1,101,TR,48,480405
631,4801310320,1,101,TG,48,480131
632,8644840360,3,303,TR,86,864484
633,8647480665,3,303,TR,86,864748
634,4810140320,1,101,TR,48,481014
635,4810211160,1,101,TR,48,481021
636,4810040420,1,101,TR,48,481004
637,6600271784,1,103,TR,66,660027
638,4810270500,1,101,TR,48,481027
639,4817260320,1,101,TR,48,481726
640,4806290140,1,101,TR,48,480629
641,4806611020,1,101,TR,48,480661
642,4806640140,1,101,TRH,48,480664
643,4806650520,1,101,TR,48,480665
644,4806660630,1,101,TR,48,480666
645,4806820720,1,101,TR,48,480682
646,4807040275,1,101,TR,48,480704
647,4807060460,1,101,TR,48,480706
648,4810410160,1,101,TR,48,481041
649,4810410640,1,101,TR,48,481041
650,4810410780,1,101,TR,48,481041
651,4810410920,1,101,TR,48,481041
652,4810410920,1,101,TR,48,481041
653,4810411020,1,101,TR,48,481041
654,4810420720,1,101,TR,48,481042
655,4810500460,1,101,TR,48,481050
656,4810510120,1,101,TR,48,481051
657,4810540040,1,101,TR,48,481054
658,4810550400,1,101,TR,48,481055
659,4810550740,1,101,TR,48,481055
660,4810550800,1,101,TR,48,481055
661,4810551322,1,101,TR,48,481055
662,4810590180,1,101,TR,48,481059
663,4810600145,1,101,TR,48,481060
664,4810600180,1,101,TR,48,481060
665,4810660220,1,101,TR,48,481066
666,4810760330,1,101,TG,48,481076
667,4810810080,1,101,TG,48,481081
668,4810820180,1,101,TR,48,481082
669,4810840120,1,101,TR,48,481084
670,4810840200,1,101,TR,48,481084
671,4810840240,1,101,TR,48,481084
672,4810890340,1,101,TR,48,481089
673,6006882560,1,111,TR,60,600688
674,4013660080,1,101,TR,40,401366
675,1821821040,1,108,TR,18,182182
676,4817382320,1,101,TR,48,481738
677,4817382300,1,101,TR,48,481738
678,4817324420,1,101,TR,48,481732
679,4817440610,1,101,TR,48,481744
680,4817450200,1,101,TR,48,481745
681,4817840380,1,101,TR,48,481784
682,4817840520,1,101,TR,48,481784
683,4817850220,1,101,TR,48,481785
684,4817850940,1,101,TR,48,481785
685,4811030040,1,101,TR,48,481103
686,4811030180,1,101,TR,48,481103
687,4811310040,1,101,TR,48,481131
688,4811350060,1,101,TR,48,481135
689,4817821100,1,101,TR,48,481782
690,4818040860,1,101,TR,48,481804
691,4012190060,1,101,TR,40,401219
692,4012140560,1,101,TR,40,401214
693,4012190060,1,101,TR,40,401219
694,4012220640,1,101,TR,40,401222
695,8658402320,3,303,TR,86,865840
696,4012230440,1,101,TR,40,401223
697,4012270120,1,101,TR,40,401227
698,4012270160,1,101,TR,40,401227
699,4012450120,1,101,TR,40,401245
700,8659000820,3,303,TR,86,865900
701,8659002520,3,303,TR,86,865900
702,4012540660,1,101,TR,40,401254
703,4012780280,1,101,TR,40,401278
704,4012800120,1,101,TR,40,401280
705,4012970200,1,101,TR,40,401297
706,6008000100,1,111,TR,60,600800
707,7601240080,1,101,TR,76,760124
708,1801581120,1,108,TR,18,180158
709,8648603240,3,303,TR,86,864860
710,7601090090,1,101,TR,76,760109
711,7601090100,1,101,TR,76,760109
712,7601190160,1,101,TR,76,760119
713,7601201140,1,101,TR,76,760120
714,8658060070,3,303,TG,86,865806
715,7601061180,1,101,TR,76,760106
716,7601180100,1,101,TR,76,760118
717,7601210040,1,101,TR,76,760121
718,7601210180,1,101,TR,76,760121
719,7601240240,1,101,TR,76,760124
