,ID,ID_LOCALITY,ID_MUNICIPALITY,UC_COL_ID_05,UC_COL_ID_03,UC_COL_ID_01
4811,8001200200,1,109,TR,80,800120
4812,8628002960,3,303,TR,86,862800
4813,8006080929,1,109,TR,80,800608
4814,8005101080,1,109,TR,80,800510
4815,8005121720,1,109,TR,80,800512
4816,8006020340,1,109,TR,80,800602
4817,8008003940,1,109,TR,80,800800
4818,8008003980,1,109,TR,80,800800
4819,8010680246,1,109,TR,80,801068
4820,3604111570,1,103,TG,36,360411
4821,4002930060,1,101,TR,40,400293
4822,3411100880,1,118,TR,34,341110
4823,3604072220,1,103,TG,36,360407
4824,3801300600,1,102,TG,38,380130
4825,3801300680,1,102,TR,38,380130
4826,3801300700,1,102,TR,38,380130
4827,7827805005,1,114,TR,78,782780
4828,3604120430,1,103,TR,36,360412
4829,7817020305,1,114,TR,78,781702
4830,6001321180,1,111,TR,60,600132
4831,2208607486,1,110,TR,22,220860
4832,3604442400,1,103,TR,36,360444
4833,6006200140,1,111,TR,60,600620
4834,2206220660,1,110,TG,22,220622
4835,5805630140,4,401,TR,58,580563
4836,2200050220,1,110,TR,22,220005
4837,2200050240,1,110,TR,22,220005
4838,2200060400,1,110,TR,22,220006
4839,2200061960,1,110,TR,22,220006
4840,2200080380,1,110,TR,22,220008
4841,2200140460,1,110,TR,22,220014
4842,2200381100,1,110,TR,22,220038
4843,2200381444,1,110,TR,22,220038
4844,2201741380,1,110,TR,22,220174
4845,7602770260,1,101,TR,76,760277
4846,0804500580,1,101,TR,08,080450
4847,1000300225,1,101,TG,10,100030
4848,1002800710,1,101,TR,10,100280
4849,1403000580,1,101,TR,14,140300
4850,5606440540,1,101,TR,56,560644
4851,8005281420,1,109,TR,80,800528
4852,5400740820,1,103,TR,54,540074
4853,4504400720,1,118,TR,45,450440
4854,5400740600,1,103,TR,54,540074
4855,1001400545,1,101,TG,10,100140
4856,6832400695,1,103,TR,68,683240
4857,2204360100,1,110,TR,22,220436
4858,6840560220,1,103,TR,68,684056
4859,8408200860,4,403,TR,84,840820
4860,1100800700,1,101,TR,11,110080
4861,6007904095,1,111,TR,60,600790
4862,3600640440,1,103,TR,36,360064
4863,8401400400,4,403,TR,84,840140
4864,4000580050,1,101,TR,40,400058
4865,2212000660,1,110,TR,22,221200
4866,2212101520,1,110,TR,22,221210
4867,2214002800,1,110,TR,22,221400
4868,4805140065,1,101,TG,48,480514
4869,4000530105,1,101,TR,40,400053
4870,4000211540,1,101,TR,40,400021
4871,2202681900,1,110,TR,22,220268
4872,2202682160,1,110,TR,22,220268
4873,3604071000,1,103,TR,36,360407
4874,7000410440,1,103,TR,70,700041
4875,2205630440,1,110,TR,22,220563
4876,2405682310,1,106,TR,24,240568
4877,3601202760,1,103,TR,36,360120
4878,3402514740,1,118,TR,34,340251
4879,4643004620,1,103,TR,46,464300
4880,8664202180,3,303,TR,86,866420
4881,0705200120,1,101,TR,07,070520
4882,4504480750,1,118,TR,45,450448
4883,2208602320,1,110,TR,22,220860
4884,2208602326,1,110,TR,22,220860
4885,2204160140,1,110,TR,22,220416
4886,2204160200,1,110,TR,22,220416
4887,2204160480,1,110,TR,22,220416
4888,2204160500,1,110,TR,22,220416
4889,2204170140,1,110,TR,22,220417
4890,2204170220,1,110,TR,22,220417
4891,2204170340,1,110,TR,22,220417
4892,2204180200,1,110,TR,22,220418
4893,1602800670,1,101,TG,16,160280
4894,1602800840,1,101,TG,16,160280
4895,3401820380,1,118,TR,34,340182
4896,3401511000,1,118,TR,34,340151
4897,3401430020,1,118,TR,34,340143
4898,3400820440,1,118,TR,34,340082
4899,3400820672,1,118,TG,34,340082
4900,3401220280,1,118,TG,34,340122
4901,3401270270,1,118,TR,34,340127
4902,3401290300,1,118,TR,34,340129
4903,3401290320,1,118,TR,34,340129
4904,3401290360,1,118,TR,34,340129
4905,3401290380,1,118,TR,34,340129
4906,3401320300,1,118,TG,34,340132
4907,1603100490,1,101,TR,16,160310
4908,1603500360,1,101,TG,16,160350
4909,1603310500,1,101,TR,16,160331
4910,1602810762,1,101,TG,16,160281
4911,1602810810,1,101,TG,16,160281
4912,2209660120,1,110,TR,22,220966
4913,2209720395,1,110,TG,22,220972
4914,2209720440,1,110,TIN,22,220972
4915,2207820040,1,110,TR,22,220782
4916,2207840320,1,110,TR,22,220784
4917,3603201920,1,103,TR,36,360320
4918,2210681570,1,110,TR,22,221068
4919,2210700120,1,110,TR,22,221070
4920,5402100160,1,103,TR,54,540210
4921,2205270650,1,110,TR,22,220527
4922,2205333760,1,110,TR,22,220533
4923,3603244920,1,103,TR,36,360324
4924,4405150140,1,101,TR,44,440515
4925,4405150760,1,101,TR,44,440515
4926,4405150980,1,101,TR,44,440515
4927,4405160400,1,101,TR,44,440516
4928,4405190040,1,101,TR,44,440519
4929,4405200300,1,101,TR,44,440520
4930,4405200840,1,101,TR,44,440520
4931,4405202540,1,101,TR,44,440520
4932,1808700210,1,108,TR,18,180870
4933,4404980960,1,101,TR,44,440498
4934,4404981620,1,101,TR,44,440498
4935,4405100400,1,101,TR,44,440510
4936,4405100890,1,101,TR,44,440510
4937,4405130800,1,101,TG,44,440513
4938,4405131640,1,101,TR,44,440513
4939,4405131980,1,101,TR,44,440513
4940,4653000200,1,103,TR,46,465300
4941,2205020060,1,110,TR,22,220502
4942,3807820100,1,102,TR,38,380782
4943,3810206000,1,102,TIN,38,381020
4944,3810021799,1,102,TG,38,381002
4945,3810023125,1,102,TG,38,381002
4946,3813702060,1,102,TR,38,381370
4947,3610881540,1,103,TG,36,361088
4948,3413004060,1,118,TR,34,341300
4949,2205224420,1,110,TR,22,220522
4950,8223603500,4,404,TR,82,822360
4951,2205312984,1,110,TG,22,220531
4952,2205870360,1,110,TR,22,220587
4953,2205870820,1,110,TR,22,220587
4954,2205893360,1,110,TR,22,220589
4955,2205893820,1,110,TR,22,220589
4956,8223603340,4,404,TR,82,822360
4957,3401371000,1,118,TR,34,340137
4958,3400150480,1,118,TR,34,340015
4959,3604344620,1,103,TR,36,360434
4960,3604480110,1,103,TR,36,360448
4961,8208700230,4,404,TR,82,820870
4962,3806525960,1,102,TR,38,380652
4963,3821341600,1,102,TR,38,382134
4964,3810705720,1,102,TR,38,381070
4965,3400370700,1,118,TR,34,340037
4966,3604160239,1,103,TR,36,360416
4967,3604161880,1,103,TR,36,360416
4968,8017189980,1,109,TR,80,801718
4969,9005382620,1,101,TR,90,900538
4970,4506511080,1,118,TR,45,450651
4971,4641420200,1,103,TR,46,464142
4972,4641420520,1,103,TR,46,464142
4973,4503910760,1,118,TR,45,450391
4974,4503840130,1,118,TR,45,450384
4975,4640002940,1,103,TR,46,464000
4976,2200300362,1,110,TG,22,220030
4977,3400450300,1,118,TR,34,340045
4978,3400500140,1,118,TR,34,340050
4979,3400390640,1,118,TR,34,340039
4980,2200382160,1,110,TR,22,220038
4981,1806910100,1,108,TR,18,180691
4982,1802521500,1,108,TR,18,180252
4983,3604481005,1,103,TR,36,360448
4984,3604580720,1,103,TR,36,360458
4985,3815621300,1,102,TR,38,381562
4986,9005220100,1,101,TR,90,900522
4987,4503070220,1,118,TR,45,450307
4988,4606001240,1,103,TR,46,460600
4989,8625230680,3,303,TR,86,862523
4990,3202630420,1,113,TR,32,320263
4991,6002561860,1,111,TR,60,600256
4992,4650020680,1,103,TR,46,465002
4993,3800300630,1,102,TR,38,380030
4994,3801010240,1,102,TR,38,380101
4995,3801020680,1,102,TG,38,380102
4996,3801030300,1,102,TG,38,380103
4997,3801030460,1,102,TR,38,380103
4998,3801300600,1,102,TG,38,380130
4999,3801310061,1,102,TR,38,380131
5000,3801320395,1,102,TR,38,380132
5001,3801450100,1,102,TR,38,380145
5002,8018040520,1,109,TR,80,801804
5003,4002611171,1,101,TR,40,400261
5004,3817320246,1,102,TR,38,381732
5005,4001500680,1,101,TR,40,400150
5006,4001870080,1,101,TR,40,400187
5007,4002380140,1,101,TR,40,400238
5008,6401020560,1,113,TG,64,640102
5009,4503700100,1,118,TR,45,450370
5010,7202960470,2,201,TR,72,720296
5011,4652700800,1,103,TR,46,465270
5012,2401744160,1,106,TR,24,240174
5013,4650720120,1,103,TR,46,465072
5014,2405150500,1,106,TG,24,240515
5015,4650940580,1,103,TR,46,465094
5016,4503901340,1,118,TR,45,450390
5017,4651021920,1,103,TG,46,465102
5018,1200300105,1,101,TR,12,120030
5019,0802801480,1,101,TR,08,080280
5020,4650780320,1,103,TR,46,465078
5021,4650800670,1,103,TR,46,465080
5022,4650801720,1,103,TR,46,465080
5023,2405001880,1,106,TR,24,240500
5024,2405001850,1,106,TR,24,240500
5025,3816762660,1,102,TR,38,381676
5026,3816767900,1,102,TR,38,381676
5027,4653580120,1,103,TR,46,465358
5028,5402240749,1,103,TR,54,540224
5029,7404010640,1,115,TR,74,740401
5030,1602900120,1,101,TG,16,160290
5031,5400705220,1,103,TR,54,540070
5032,2405560660,1,106,TG,24,240556
5033,4650500060,1,103,TIN,46,465050
5034,4650640160,1,103,TR,46,465064
5035,4653560040,1,103,TR,46,465356
5036,4650720280,1,103,TIN,46,465072
5037,5400021960,1,103,TR,54,540002
5038,5400060100,1,103,TG,54,540006
5039,3001601920,4,407,TR,30,300160
5040,4213601540,1,101,TR,42,421360
5041,4213601555,1,101,TR,42,421360
5042,3604181422,1,103,TR,36,360418
5043,2205330760,1,110,TR,22,220533
5044,7403591930,1,115,TR,74,740359
5045,7403741640,1,115,TR,74,740374
5046,4013470060,1,101,TR,40,401347
5047,4200261160,1,101,TR,42,420026
5048,5607640880,1,101,TG,56,560764
5049,4002310180,1,101,TR,40,400231
5050,3402108520,1,118,TR,34,340210
5051,6605760140,1,103,TR,66,660576
5052,3414021680,1,118,TR,34,341402
5053,5402810480,1,103,TR,54,540281
5054,7600390462,1,101,TR,76,760039
5055,4013570478,1,101,TR,40,401357
5056,4013660460,1,101,TR,40,401366
5057,4013790140,1,101,TR,40,401379
5058,4014280080,1,101,TR,40,401428
5059,3815460120,1,102,TR,38,381546
5060,3807303630,1,102,TR,38,380730
5061,3807420410,1,102,TR,38,380742
5062,3807510734,1,102,TR,38,380751
5063,3805642560,1,102,TR,38,380564
5064,3805642620,1,102,TR,38,380564
5065,3805642680,1,102,TR,38,380564
5066,3805780020,1,102,TR,38,380578
5067,3808002440,1,102,TR,38,380800
5068,3808002600,1,102,TR,38,380800
5069,3808003700,1,102,TR,38,380800
5070,3808080230,1,102,TR,38,380808
5071,4013530120,1,101,TR,40,401353
5072,3414151200,1,118,TR,34,341415
5073,3414202620,1,118,TR,34,341420
5074,4001521180,1,101,TR,40,400152
5075,7802461560,1,114,TR,78,780246
5076,6803080200,1,103,TR,68,680308
5077,6803090500,1,103,TR,68,680309
5078,6803270420,1,103,TR,68,680327
5079,6803280560,1,103,TR,68,680328
5080,2205341440,1,110,TR,22,220534
5081,0100500380,1,101,TG,01,010050
5082,6830720610,1,103,TR,68,683072
5083,5605001080,1,101,TG,56,560500
5084,3807770482,1,102,TR,38,380777
5085,3807860620,1,102,TR,38,380786
5086,3808300860,1,102,TR,38,380830
5087,5605220480,1,101,TR,56,560522
5088,2406101500,1,106,TR,24,240610
5089,6830841180,1,103,TR,68,683084
5090,6832721040,1,103,TR,68,683272
5091,6832923820,1,103,TR,68,683292
5092,6805002540,1,103,TR,68,680500
5093,2207840200,1,110,TR,22,220784
5094,6600361020,1,103,TR,66,660036
5095,3805420860,1,102,TR,38,380542
5096,3801040080,1,102,TR,38,380104
5097,3801061260,1,102,TR,38,380106
5098,3801470238,1,102,TR,38,380147
5099,6841000920,1,103,TG,68,684100
5100,3801480240,1,102,TR,38,380148
5101,3801610300,1,102,TR,38,380161
5102,3801740260,1,102,TR,38,380174
5103,4806280440,1,101,TR,48,480628
5104,3817304826,1,102,TR,38,381730
5105,3610420920,1,103,TR,36,361042
5106,3610067685,1,103,TR,36,361006
5107,4506120520,1,118,TR,45,450612
5108,3610301222,1,103,TR,36,361030
5109,7001381660,1,103,TR,70,700138
5110,9005081820,1,101,TR,90,900508
5111,9005201650,1,101,TG,90,900520
5112,2201182000,1,110,TR,22,220118
5113,6802001710,1,103,TG,68,680200
5114,8601500400,3,303,TR,86,860150
5115,8601521740,3,303,TR,86,860152
5116,8608146040,3,303,TR,86,860814
5117,7002381850,1,103,TR,70,700238
5118,9006900320,1,101,TR,90,900690
5119,2213401382,1,110,TR,22,221340
5120,2204330020,1,110,TR,22,220433
5121,3803344820,1,102,TR,38,380334
5122,9010340815,1,101,TR,90,901034
5123,8222006370,4,404,TR,82,822200
5124,9010461160,1,101,TR,90,901046
5125,3601413900,1,103,TR,36,360141
5126,3805642480,1,102,TG,38,380564
5127,7001230447,1,103,TR,70,700123
5128,3413670827,1,118,TR,34,341367
5129,3413680020,1,118,TR,34,341368
5130,3413690480,1,118,TR,34,341369
5131,5400440580,1,103,TR,54,540044
5132,2400286960,1,106,TR,24,240028
5133,7401090640,1,115,TR,74,740109
5134,4805580460,1,101,TR,48,480558
5135,5400022120,1,103,TR,54,540002
5136,6822000620,1,103,TR,68,682200
5137,7401090760,1,115,TR,74,740109
5138,4805080080,1,101,TR,48,480508
5139,8616401362,3,303,TR,86,861640
5140,8641800100,3,303,TR,86,864180
5141,6821500350,1,103,TR,68,682150
5142,3816000790,1,102,TR,38,381600
5143,3820380280,1,102,TR,38,382038
5144,3820421244,1,102,TG,38,382042
5145,3820430530,1,102,TR,38,382043
5146,3820430600,1,102,TR,38,382043
5147,3820430900,1,102,TR,38,382043
5148,3820440840,1,102,TR,38,382044
5149,3820440860,1,102,TR,38,382044
5150,2406501580,1,106,TR,24,240650
5151,3820480390,1,102,TR,38,382048
5152,3816742940,1,102,TR,38,381674
5153,3601391620,1,103,TR,36,360139
5154,4405100641,1,101,TR,44,440510
5155,2406501060,1,106,TR,24,240650
5156,2406501104,1,106,TR,24,240650
5157,8600310080,3,303,TR,86,860031
5158,4011090030,1,101,TR,40,401109
5159,4011220460,1,101,TR,40,401122
5160,8011022280,1,109,TR,80,801102
5161,4011770720,1,101,TR,40,401177
5162,2607803740,4,402,CS,26,260780
5163,3413561860,1,118,TR,34,341356
5164,4012160380,1,101,TR,40,401216
5165,4012270320,1,101,TR,40,401227
5166,3413562360,1,118,TR,34,341356
5167,3413651420,1,118,TR,34,341365
5168,2406501260,1,106,TR,24,240650
5169,8017663720,1,109,TR,80,801766
5170,2406501620,1,106,TR,24,240650
5171,2406501630,1,106,TR,24,240650
5172,3801041127,1,102,TR,38,380104
5173,3801041130,1,102,TR,38,380104
5174,8017382762,1,109,TR,80,801738
5175,9006043370,1,101,TR,90,900604
5176,0608900145,1,101,TR,06,060890
5177,0609300160,1,101,TR,06,060930
5178,3604162160,1,103,TR,36,360416
5179,8615820101,3,303,TR,86,861582
5180,2209005900,1,110,TR,22,220900
5181,8663090440,3,303,TR,86,866309
5182,8664760220,3,303,TR,86,866476
5183,8664830420,3,303,TR,86,866483
5184,8663003425,3,303,TR,86,866300
5185,8663091600,3,303,TR,86,866309
5186,8665020182,3,303,TR,86,866502
5187,6830602580,1,103,TR,68,683060
5188,7001381640,1,103,TR,70,700138
5189,8647502140,3,303,TR,86,864750
5190,8632963420,3,303,TR,86,863296
5191,0709000020,1,101,TR,07,070900
5192,4806700080,1,101,TR,48,480670
5193,4806780660,1,101,TR,48,480678
5194,4806820260,1,101,TR,48,480682
5195,4806820660,1,101,TR,48,480682
5196,4806840160,1,101,TR,48,480684
5197,4807001780,1,101,TR,48,480700
5198,4807060800,1,101,TR,48,480706
5199,6840751500,1,103,TR,68,684075
5200,8623203200,3,303,TR,86,862320
5201,4806481600,1,101,TR,48,480648
5202,1815701300,1,108,TR,18,181570
5203,6821520660,1,103,TR,68,682152
5204,2400434860,1,106,TR,24,240043
5205,6200905780,4,408,TR,62,620090
5206,4611200560,1,103,TR,46,461120
5207,8203261643,4,404,TR,82,820326
5208,8616631080,3,303,TR,86,861663
5209,7900882820,4,403,TR,79,790088
5210,7002421635,1,103,TR,70,700242
5211,8411603904,4,403,TR,84,841160
5212,7600021438,1,101,TG,76,760002
5213,7200861180,2,201,TR,72,720086
5214,3413170060,1,118,TG,34,341317
5215,3413160430,1,118,TR,34,341316
5216,8664201880,3,303,TR,86,866420
5217,8666700160,3,303,TR,86,866670
5218,3815152160,1,102,TR,38,381515
5219,4002730300,1,101,TG,40,400273
5220,8620811038,3,303,TR,86,862081
5221,7901203100,4,403,TR,79,790120
5222,7901205340,4,403,TR,79,790120
5223,7901205380,4,403,TR,79,790120
5224,7901207240,4,403,TR,79,790120
5225,8608180452,3,303,TG,86,860818
5226,8815010346,1,107,TR,88,881501
5227,7816004175,1,114,TR,78,781600
5228,8625940810,3,303,TR,86,862594
5229,8627160338,3,303,TR,86,862716
5230,8627641490,3,303,TR,86,862764
5231,7602941300,1,101,TR,76,760294
5232,4212680850,1,101,TG,42,421268
5233,2406501100,1,106,TR,24,240650
5234,8663003350,3,303,TR,86,866300
5235,8665000540,3,303,TR,86,866500
5236,2205410700,1,110,TR,22,220541
5237,8407800280,4,403,TR,84,840780
5238,8407800220,4,403,TR,84,840780
5239,7603040220,1,101,TR,76,760304
5240,8407800540,4,403,TR,84,840780
5241,8407800400,4,403,TG,84,840780
5242,2405248140,1,106,TR,24,240524
5243,1802962030,1,108,TR,18,180296
5244,2214400260,1,110,TR,22,221440
5245,8018940700,1,109,TR,80,801894
5246,4004300285,1,101,TR,40,400430
5247,2810280860,4,401,TR,28,281028
5248,8625762212,3,303,TR,86,862576
5249,8625801020,3,303,TR,86,862580
5250,4801180450,1,101,TR,48,480118
5251,4803600280,1,101,TR,48,480360
5252,4803650320,1,101,TR,48,480365
5253,4800960238,1,101,TR,48,480096
5254,7002301165,1,103,TIN,70,700230
5255,7002120010,1,103,TR,70,700212
5256,3817701600,1,102,TR,38,381770
5257,8405241280,4,403,TR,84,840524
5258,3204423725,1,113,TR,32,320442
5259,6832902020,1,103,TR,68,683290
5260,6832901840,1,103,TR,68,683290
5261,2213401380,1,110,TR,22,221340
5262,2207840220,1,110,TR,22,220784
5263,8625622090,3,303,TR,86,862562
5264,8801665480,1,107,TR,88,880166
5265,2405001320,1,106,TR,24,240500
5266,8801666040,1,107,TG,88,880166
5267,3610044340,1,103,TR,36,361004
5268,8605800060,3,303,TR,86,860580
5269,8605621320,3,303,TR,86,860562
5270,4649001020,1,103,TG,46,464900
5271,2401730600,1,106,TR,24,240173
5272,1003001020,1,101,TR,10,100300
5273,1004601460,1,101,TR,10,100460
5274,5200400040,1,115,TR,52,520040
5275,1801342620,1,108,TR,18,180134
5276,3603200060,1,103,TR,36,360320
5277,3600340740,1,103,TR,36,360034
5278,4653000220,1,103,TR,46,465300
5279,2406603410,1,106,TR,24,240660
5280,5604921420,1,101,TR,56,560492
5281,7405861800,1,115,TR,74,740586
5282,6050009730,1,111,TR,60,605000
5283,1201300140,1,101,TR,12,120130
5284,1202100180,1,101,TR,12,120210
5285,1200600900,1,101,TR,12,120060
5286,1402800060,1,101,TR,14,140280
5287,2406320120,1,106,TR,24,240632
5288,2401441380,1,106,TG,24,240144
5289,3815705800,1,102,TR,38,381570
5290,1400200300,1,101,TR,14,140020
5291,1400200320,1,101,TR,14,140020
5292,1402000630,1,101,TR,14,140200
5293,8010880430,1,109,TG,80,801088
5294,3605620484,1,103,TR,36,360562
5295,1607200760,1,101,TR,16,160720
5296,1604000245,1,101,TG,16,160400
5297,1607200740,1,101,TR,16,160720
5298,1602600900,1,101,TR,16,160260
5299,1601700300,1,101,TG,16,160170
5300,1602501340,1,101,TG,16,160250
5301,3610780020,1,103,TR,36,361078
5302,3610780080,1,103,TR,36,361078
5303,3606330300,1,103,TR,36,360633
5304,8625763780,3,303,TR,86,862576
5305,1801160255,1,108,TR,18,180116
5306,6600701340,1,103,TR,66,660070
5307,2205982920,1,110,TR,22,220598
5308,5401803000,1,103,TR,54,540180
5309,0806000560,1,101,TR,08,080600
5310,3820500350,1,102,TR,38,382050
5311,2202800050,1,110,TR,22,220280
5312,1806060090,1,108,TR,18,180606
5313,8000010680,1,109,TR,80,800001
5314,1604520840,1,101,TG,16,160452
5315,3603051168,1,103,TR,36,360305
5316,3610068130,1,103,TG,36,361006
5317,3610143340,1,103,TIN,36,361014
5318,1603100480,1,101,TG,16,160310
5319,7900608000,4,403,TG,79,790060
5320,8610580050,3,303,TR,86,861058
5321,4609500420,1,103,TR,46,460950
5322,3610242860,1,103,TR,36,361024
5323,1806320280,1,108,TR,18,180632
5324,3604063780,1,103,TR,36,360406
5325,8409601180,4,403,TR,84,840960
5326,3821301460,1,102,TR,38,382130
5327,1821430060,1,108,TR,18,182143
5328,4404020500,1,101,TR,44,440402
5329,3600850210,1,103,TR,36,360085
5330,3610242840,1,103,TR,36,361024
5331,3610380280,1,103,TR,36,361038
5332,6001190420,1,111,TR,60,600119
5333,3610311740,1,103,TR,36,361031
5334,2200703160,1,110,TR,22,220070
5335,1502600580,1,101,TG,15,150260
5336,4506511560,1,118,TR,45,450651
5337,3821301460,1,102,TR,38,382130
5338,8406320300,4,403,TR,84,840632
5339,7404484120,1,115,TR,74,740448
5340,3602441100,1,103,TR,36,360244
5341,7404484120,1,115,TR,74,740448
5342,7406541400,1,115,TR,74,740654
5343,6830160200,1,103,TR,68,683016
5344,2207840220,1,110,TR,22,220784
5345,6410583960,1,113,TR,64,641058
5346,4503570460,1,118,TR,45,450357
5347,1801700220,1,108,TR,18,180170
5348,0206000560,1,101,TR,02,020600
5349,0206000620,1,101,TG,02,020600
5350,4602100560,1,103,TR,46,460210
5351,1404400160,1,101,TR,14,140440
5352,3605040880,1,103,TG,36,360504
5353,4503300340,1,118,TR,45,450330
5354,4505980010,1,118,TR,45,450598
5355,3413400220,1,118,TR,34,341340
5356,3807510320,1,102,TR,38,380751
5357,3413651940,1,118,TR,34,341365
5358,7201101310,2,201,TR,72,720110
5359,4654400242,1,103,TR,46,465440
5360,4641600280,1,103,TR,46,464160
5361,4641600340,1,103,TR,46,464160
5362,4641860500,1,103,TR,46,464186
5363,7405880700,1,115,TR,74,740588
5364,5400022546,1,103,TR,54,540002
5365,7405860640,1,115,TR,74,740586
5366,2205916100,1,110,TR,22,220591
5367,4650390300,1,103,TR,46,465039
5368,4650301120,1,103,TR,46,465030
5369,4650160960,1,103,TR,46,465016
5370,4649003010,1,103,TR,46,464900
5371,4800700162,1,101,TG,48,480070
5372,1200900680,1,101,TR,12,120090
5373,4011950800,1,101,TR,40,401195
5374,8206201540,4,404,TR,82,820620
5375,4650640160,1,103,TR,46,465064
5376,4650440170,1,103,TR,46,465044
5377,4650680160,1,103,TR,46,465068
5378,4650700290,1,103,TR,46,465070
5379,4655080180,1,103,TR,46,465508
5380,3005680240,4,407,TR,30,300568
5381,7000101700,1,103,TR,70,700010
5382,1307002940,1,101,TR,13,130700
5383,7406740580,1,115,TR,74,740674
5384,7406744900,1,115,TR,74,740674
5385,2800105300,4,401,TR,28,280010
5386,2800100420,4,401,TR,28,280010
5387,2800110370,4,401,TR,28,280011
5388,2800150300,4,401,TR,28,280015
5389,2800170625,4,401,TR,28,280017
5390,2800201710,4,401,TR,28,280020
5391,2800300200,4,401,TR,28,280030
5392,2800301595,4,401,TG,28,280030
5393,0604200650,1,101,TR,06,060420
5394,4641440260,1,103,TR,46,464144
5395,4653101140,1,103,TG,46,465310
5396,2205642280,1,110,TG,22,220564
5397,2405490462,1,106,TR,24,240549
5398,3400820608,1,118,TIN,34,340082
5399,5400420560,1,103,TR,54,540042
5400,6005421790,1,111,TR,60,600542
5401,8632800400,3,303,TR,86,863280
5402,6007822740,1,111,TR,60,600782
5403,7405082860,1,115,TR,74,740508
5404,6006605200,1,111,TG,60,600660
5405,8413802562,4,403,TR,84,841380
5406,8413801580,4,403,TR,84,841380
5407,2004700700,2,201,TR,20,200470
5408,2004700560,2,201,TR,20,200470
5409,7405571740,1,115,TR,74,740557
5410,2202890440,1,110,TR,22,220289
5411,6830281940,1,103,TR,68,683028
5412,6830281942,1,103,TR,68,683028
5413,6830341040,1,103,TR,68,683034
5414,6830703780,1,103,TR,68,683070
5415,8214801405,4,404,TR,82,821480
5416,4606001407,1,103,TR,46,460600
5417,7406321210,1,115,TG,74,740632
5418,6600504920,1,103,TR,66,660050
5419,6605180220,1,103,TR,66,660518
5420,7404000460,1,115,TG,74,740400
5421,8017722940,1,109,TR,80,801772
5422,6600320480,1,103,TR,66,660032
5423,4650800740,1,103,TR,46,465080
5424,4810350360,1,101,TR,48,481035
5425,6830281700,1,103,TR,68,683028
5426,6605770162,1,103,TR,66,660577
5427,6605782540,1,103,TR,66,660578
5428,9000060800,1,101,TRH,90,900006
5429,9004841520,1,101,TR,90,900484
5430,9004932260,1,101,TR,90,900493
5431,9004933060,1,101,TR,90,900493
5432,6600150160,1,103,TR,66,660015
5433,1821640760,1,108,TR,18,182164
5434,6006825980,1,111,TRH,60,600682
5435,4404930180,1,101,TR,44,440493
5436,6006200160,1,111,TR,60,600620
5437,7000080900,1,103,TR,70,700008
5438,7000403980,1,103,TR,70,700040
5439,2205927780,1,110,TR,22,220592
5440,6003334000,1,111,TR,60,600333
5441,6822150268,1,103,TR,68,682215
5442,8017281600,1,109,TR,80,801728
5443,8017281720,1,109,TR,80,801728
5444,8017351080,1,109,TR,80,801735
5445,8018423098,1,109,TR,80,801842
5446,8017683480,1,109,TR,80,801768
5447,8017683500,1,109,TR,80,801768
5448,4503880500,1,118,TR,45,450388
5449,4503901480,1,118,TR,45,450390
5450,8665003600,3,303,TR,86,866500
5451,7000401438,1,103,TR,70,700040
5452,8665003270,3,303,TG,86,866500
5453,2405701960,1,106,TR,24,240570
5454,0607700400,1,101,TG,06,060770
5455,7001381280,1,103,TR,70,700138
5456,8017722600,1,109,TR,80,801772
5457,8018660690,1,109,TR,80,801866
5458,8018667174,1,109,TR,80,801866
5459,8018900480,1,109,TR,80,801890
5460,8018941360,1,109,TR,80,801894
5461,8018943020,1,109,TR,80,801894
5462,8019100820,1,109,TR,80,801910
5463,8019100880,1,109,TR,80,801910
5464,6605804520,1,103,TR,66,660580
5465,6605805900,1,103,TR,66,660580
5466,6830401000,1,103,TR,68,683040
5467,7830800920,1,114,TR,78,783080
5468,3200190820,1,113,TR,32,320019
5469,6600483580,1,103,TR,66,660048
5470,0302600638,1,101,TG,03,030260
5471,6201170880,4,408,TG,62,620117
5472,7002010720,1,103,TR,70,700201
5473,5608221400,1,101,CS,56,560822
5474,7002502195,1,103,TR,70,700250
5475,8001321920,1,109,TR,80,800132
5476,8611710440,3,303,TR,86,861171
5477,4650760280,1,103,TR,46,465076
5478,1800060120,1,108,TR,18,180006
5479,7405680180,1,115,TRH,74,740568
5480,7405800040,1,115,TR,74,740580
5481,7405801680,1,115,TR,74,740580
5482,7406040380,1,115,TR,74,740604
5483,7406040400,1,115,TR,74,740604
5484,7406041360,1,115,TR,74,740604
5485,4011860360,1,101,TR,40,401186
5486,7406080785,1,115,TG,74,740608
5487,2209702208,1,110,TR,22,220970
5488,8605502240,3,303,TR,86,860550
5489,7808711280,1,114,TR,78,780871
5490,7600900320,1,101,TR,76,760090
5491,8220602600,4,404,TR,82,822060
5492,2405381492,1,106,TR,24,240538
5493,3604460660,1,103,TR,36,360446
5494,6600203860,1,103,TR,66,660020
5495,8816503180,1,107,TR,88,881650
5496,4503570700,1,118,TR,45,450357
5497,2400201350,1,106,TR,24,240020
5498,0709500223,1,101,TG,07,070950
5499,0700500340,1,101,TG,07,070050
5500,0702000460,1,101,TR,07,070200
5501,0703000660,1,101,TR,07,070300
5502,0700500620,1,101,TG,07,070050
5503,2405460190,1,106,TG,24,240546
5504,5607640480,1,101,TG,56,560764
5505,8648602320,3,303,TR,86,864860
5506,2213401382,1,110,TR,22,221340
